,Survived,Sex,Age,SibSp,Parch,Fare,Pclass_1.0,Pclass_2.0,Pclass_3.0,Embarked_C,Embarked_Q,Embarked_S
520,1,female,30.0,0.0,0.0,93.5,1.0,0.0,0.0,0.0,0.0,1.0
64,0,male,44.1,0.0,0.0,27.7208,1.0,0.0,0.0,1.0,0.0,0.0
14,0,female,14.0,0.0,0.0,7.8542,0.0,0.0,1.0,0.0,0.0,1.0
156,1,female,16.0,0.0,0.0,7.7333,0.0,0.0,1.0,0.0,1.0,0.0
40,0,female,40.0,1.0,0.0,9.475,0.0,0.0,1.0,0.0,0.0,1.0
492,0,male,55.0,0.0,0.0,30.5,1.0,0.0,0.0,0.0,0.0,1.0
379,0,male,19.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
187,1,male,45.0,0.0,0.0,26.55,1.0,0.0,0.0,0.0,0.0,1.0
763,1,female,36.0,1.0,2.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0
216,1,female,27.0,0.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
52,1,female,49.0,1.0,0.0,76.7292,1.0,0.0,0.0,1.0,0.0,0.0
337,1,female,41.0,0.0,0.0,134.5,1.0,0.0,0.0,1.0,0.0,0.0
748,0,male,19.0,1.0,0.0,53.1,1.0,0.0,0.0,0.0,0.0,1.0
719,0,male,33.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
724,1,male,27.0,1.0,0.0,53.1,1.0,0.0,0.0,0.0,0.0,1.0
295,0,male,44.1,0.0,0.0,27.7208,1.0,0.0,0.0,1.0,0.0,0.0
701,1,male,35.0,0.0,0.0,26.2875,1.0,0.0,0.0,0.0,0.0,1.0
251,0,female,29.0,1.0,1.0,10.4625,0.0,0.0,1.0,0.0,0.0,1.0
726,1,female,30.0,3.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0
461,0,male,34.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
455,1,male,29.0,0.0,0.0,7.8958,0.0,0.0,1.0,1.0,0.0,0.0
887,1,female,19.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0
269,1,female,35.0,0.0,0.0,135.6333,1.0,0.0,0.0,0.0,0.0,1.0
201,0,male,37.2,8.0,2.0,69.55,0.0,0.0,1.0,0.0,0.0,1.0
161,1,female,40.0,0.0,0.0,15.75,0.0,1.0,0.0,0.0,0.0,1.0
555,0,male,62.0,0.0,0.0,26.55,1.0,0.0,0.0,0.0,0.0,1.0
729,0,female,25.0,1.0,0.0,7.925,0.0,0.0,1.0,0.0,0.0,1.0
401,0,male,26.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
702,0,female,18.0,0.0,1.0,14.4542,0.0,0.0,1.0,1.0,0.0,0.0
476,0,male,34.0,1.0,0.0,21.0,0.0,1.0,0.0,0.0,0.0,1.0
771,0,male,48.0,0.0,0.0,7.8542,0.0,0.0,1.0,0.0,0.0,1.0
105,0,male,28.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
565,0,male,24.0,2.0,0.0,24.15,0.0,0.0,1.0,0.0,0.0,1.0
389,1,female,17.0,0.0,0.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0
1,1,female,38.0,1.0,0.0,71.2833,1.0,0.0,0.0,1.0,0.0,0.0
832,0,male,22.7,0.0,0.0,7.2292,0.0,0.0,1.0,1.0,0.0,0.0
561,0,male,40.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
80,0,male,22.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0
205,0,female,2.0,0.0,1.0,10.4625,0.0,0.0,1.0,0.0,0.0,1.0
34,0,male,28.0,1.0,0.0,82.1708,1.0,0.0,0.0,1.0,0.0,0.0
775,0,male,18.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0,0.0,1.0
508,0,male,28.0,0.0,0.0,22.525,0.0,0.0,1.0,0.0,0.0,1.0
427,1,female,19.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
454,0,male,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
366,1,female,60.0,1.0,0.0,75.25,1.0,0.0,0.0,1.0,0.0,0.0
91,0,male,20.0,0.0,0.0,7.8542,0.0,0.0,1.0,0.0,0.0,1.0
339,0,male,45.0,0.0,0.0,35.5,1.0,0.0,0.0,0.0,0.0,1.0
564,0,female,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
345,1,female,24.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
776,0,male,28.8,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
241,1,female,27.6,1.0,0.0,15.5,0.0,0.0,1.0,0.0,1.0,0.0
13,0,male,39.0,1.0,5.0,31.275,0.0,0.0,1.0,0.0,0.0,1.0
315,1,female,26.0,0.0,0.0,7.8542,0.0,0.0,1.0,0.0,0.0,1.0
600,1,female,24.0,2.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,1.0
387,1,female,36.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
273,0,male,37.0,0.0,1.0,29.7,1.0,0.0,0.0,1.0,0.0,0.0
166,1,female,34.2,0.0,1.0,55.0,1.0,0.0,0.0,0.0,0.0,1.0
883,0,male,28.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,0.0,1.0
646,0,male,19.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
818,0,male,43.0,0.0,0.0,6.45,0.0,0.0,1.0,0.0,0.0,1.0
484,1,male,25.0,1.0,0.0,91.0792,1.0,0.0,0.0,1.0,0.0,0.0
873,0,male,47.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0
504,1,female,16.0,0.0,0.0,86.5,1.0,0.0,0.0,0.0,0.0,1.0
831,1,male,0.83,1.0,1.0,18.75,0.0,1.0,0.0,0.0,0.0,1.0
243,0,male,22.0,0.0,0.0,7.125,0.0,0.0,1.0,0.0,0.0,1.0
566,0,male,19.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
562,0,male,28.0,0.0,0.0,13.5,0.0,1.0,0.0,0.0,0.0,1.0
686,0,male,14.0,4.0,1.0,39.6875,0.0,0.0,1.0,0.0,0.0,1.0
189,0,male,36.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
782,0,male,29.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0
699,0,male,42.0,0.0,0.0,7.65,0.0,0.0,1.0,0.0,0.0,1.0
475,0,male,37.8,0.0,0.0,52.0,1.0,0.0,0.0,0.0,0.0,1.0
681,1,male,27.0,0.0,0.0,76.7292,1.0,0.0,0.0,1.0,0.0,0.0
510,1,male,29.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
58,1,female,5.0,1.0,2.0,27.75,0.0,1.0,0.0,0.0,0.0,1.0
474,0,female,22.0,0.0,0.0,9.8375,0.0,0.0,1.0,0.0,0.0,1.0
560,0,male,28.8,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
747,1,female,30.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
252,0,male,62.0,0.0,0.0,26.55,1.0,0.0,0.0,0.0,0.0,1.0
21,1,male,34.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
313,0,male,28.0,0.0,0.0,7.8958,0.0,0.0,1.0,0.0,0.0,1.0
459,0,male,28.8,0.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
160,0,male,44.0,0.0,1.0,16.1,0.0,0.0,1.0,0.0,0.0,1.0
276,0,female,45.0,0.0,0.0,7.75,0.0,0.0,1.0,0.0,0.0,1.0
191,0,male,19.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
385,0,male,18.0,0.0,0.0,73.5,0.0,1.0,0.0,0.0,0.0,1.0
805,0,male,31.0,0.0,0.0,7.775,0.0,0.0,1.0,0.0,0.0,1.0
413,0,male,33.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
491,0,male,21.0,0.0,0.0,7.25,0.0,0.0,1.0,0.0,0.0,1.0
343,0,male,25.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,1.0
769,0,male,32.0,0.0,0.0,8.3625,0.0,0.0,1.0,0.0,0.0,1.0
308,0,male,30.0,1.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,0.0
661,0,male,40.0,0.0,0.0,7.225,0.0,0.0,1.0,1.0,0.0,0.0
130,0,male,33.0,0.0,0.0,7.8958,0.0,0.0,1.0,1.0,0.0,0.0
663,0,male,36.0,0.0,0.0,7.4958,0.0,0.0,1.0,0.0,0.0,1.0
871,1,female,47.0,1.0,1.0,52.5542,1.0,0.0,0.0,0.0,0.0,1.0
99,0,male,34.0,1.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
372,0,male,19.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
87,0,male,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
458,1,female,50.0,0.0,0.0,10.5,0.0,1.0,0.0,0.0,0.0,1.0
330,1,female,29.6,2.0,0.0,23.25,0.0,0.0,1.0,0.0,1.0,0.0
214,0,male,23.6,1.0,0.0,7.75,0.0,0.0,1.0,0.0,1.0,0.0
466,0,male,33.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
121,0,male,37.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
614,0,male,35.0,0.0,0.0,8.05,0.0,0.0,1.0,0.0,0.0,1.0
20,0,male,35.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0,0.0,1.0
700,1,female,18.0,1.0,0.0,227.525,1.0,0.0,0.0,1.0,0.0,0.0
71,0,female,16.0,5.0,2.0,46.9,0.0,0.0,1.0,0.0,0.0,1.0
106,1,female,21.0,0.0,0.0,7.65,0.0,0.0,1.0,0.0,0.0,1.0
270,0,male,39.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0
860,0,male,41.0,2.0,0.0,14.1083,0.0,0.0,1.0,0.0,0.0,1.0
435,1,female,14.0,1.0,2.0,120.0,1.0,0.0,0.0,0.0,0.0,1.0
102,0,male,21.0,0.0,1.0,77.2875,1.0,0.0,0.0,0.0,0.0,1.0
